id_techo;tipo_edificio;tipo_techo;edificio;tipo_sistema;capacidad;caracteristicas;generacion_anual_de_energia;huella_de_carbono_anual_evidata;calle;barrio;comuna
270;Privado;Solar Fotovoltaico;PM-E03N7 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje I;RETIRO;Comuna 1
271;Privado;Solar Fotovoltaico;PM-E04N1 - Padre Mujica - B31;On-Grid;8910 W;27 paneles de silicio policristalinos;13280;6.39;Eje O;RETIRO;Comuna 1
272;Privado;Solar Fotovoltaico;PM-E04N2 - Padre Mujica - B31;On-Grid;9570;29 paneles de silicio policristalino.;14850;6.86;Eje F;RETIRO;Comuna 1
273;Privado;Solar Fotovoltaico;PM-E04N3 - Padre Mujica - B31;On-Grid;8910;27 Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje H;RETIRO;Comuna 1
274;Privado;Solar Fotovoltaico;PM-E04N4 - Padre Mujica - B31;On-Grid;6600 W;20 Paneles de Silicio Policristalinos de 330 Wp c/u.;10240;4.73;Eje G;RETIRO;Comuna 1
275;Privado;Solar Fotovoltaico;PM-E04N5 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u.;12290;5.68;Eje H;;
276;Privado;Solar Fotovoltaico;PM-E04N6 - Padre Mujica - B31;On-Grid;9240 Wp;28 Paneles de Silicio Policristalinos de 330 Wp c/u.;14330;6.62;Eje I;RETIRO;Comuna 1
277;Privado;Solar Fotovoltaico;PM-E04N7 - Padre Mujica - B31;On-Grid;8910 Wp;27  Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje G;RETIRO;Comuna 1
278;Privado;Solar Fotovoltaico;PM-E05N1 - Padre Mujica - B31;On-Grid;8910 Wp;27  Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje P;RETIRO;Comuna 1
279;Privado;Solar Fotovoltaico;PM-E05N2 - Padre Mujica - B31;On-Grid;9570 Wp;29  Paneles de Silicio Policristalinos de 330 Wp c/u.;14850;6.86;Eje I;RETIRO;Comuna 1
280;Privado;Solar Fotovoltaico;PM-E05N3 - Padre Mujica - B31;On-Grid;8910 Wp;27  Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje M;RETIRO;Comuna 1
281;Privado;Solar Fotovoltaico;PM-E05N4 - Padre Mujica - B31;On-Grid;6600 Wp;20  Paneles de Silicio Policristalinos de 330 Wp c/u.;10240;4.73;Eje G;RETIRO;Comuna 1
282;Privado;Solar Fotovoltaico;PM-E05N5 - Padre Mujica - B31;On-Grid;7920 Wp;24  Paneles de Silicio Policristalinos de 330 Wp c/u.;12290;5.68;Eje G;RETIRO;Comuna 1
283;Privado;Solar Fotovoltaico;PM-E05N6 - Padre Mujica - B31;On-Grid;9240 Wp;28 Paneles de Silicio Policristalinos de 330 Wp c/u.;14330;6.62;Eje O;RETIRO;Comuna 1
284;Privado;Solar Fotovoltaico;PM-E05N7 - Padre Mujica - B31;On-Grid;8910 Wp;27 Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje F;RETIRO;Comuna 1
285;Privado;Solar Fotovoltaico;PM-E06N1 - Padre Mujica - B31;On-Grid;8910 Wp;27 Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje P;RETIRO;Comuna 1
286;Privado;Solar Fotovoltaico;PM-E06N2 - Padre Mujica - B31;On-Grid;9570 Wp;29 Paneles de Silicio Policristalinos de 330 Wp c/u.;14850;6.86;Eje M;RETIRO;Comuna 1
287;Privado;Solar Fotovoltaico;PM-E06N3 - Padre Mujica - B31;On-Grid;8910 Wp;27 Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje P;RETIRO;Comuna 1
288;Privado;Solar Fotovoltaico;PM-E06N4 - Padre Mujica - B31;On-Grid;6600 Wp;20 Paneles de Silicio Policristalinos de 330 Wp c/u.;10240;4.73;Eje P;RETIRO;Comuna 1
289;Privado;Solar Fotovoltaico;PM-E06N5 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u.;12290;5.68;Eje H;RETIRO;Comuna 1
290;Privado;Solar Fotovoltaico;PM-E06N6 - Padre Mujica - B31;On-Grid;9240 Wp;28 Paneles de Silicio Policristalinos de 330 Wp c/u.;14330;6.62;Eje O;RETIRO;Comuna 1
291;Privado;Solar Fotovoltaico;PM-E06N7 - Padre Mujica - B31;On-Grid;8910 Wp;27 Paneles de Silicio Policristalinos de 330 Wp c/u.;13820;6.39;Eje F;RETIRO;Comuna 1
292;Privado;Solar Fotovoltaico;PM-C1N1 - Padre Mujica - B31;On-Grid;11220 Wp;34 Paneles de Silicio Policristalinos de 330 Wp c/u.;17410;8.04;Eje H;RETIRO;Comuna 1
293;Privado;Solar Fotovoltaico;PM-C1N2 - Padre Mujica - B31;On-Grid;11220;34 Paneles de Silicio Policristalinos de 330 Wp c/u.;17410;8.04;Eje F;RETIRO;Comuna 1
294;Privado;Solar Fotovoltaico;PM-C1N3 - Padre Mujica - B31;On-Grid;10890 Wp;33 Paneles de Silicio Policristalinos de 330 Wp c/u.;16890;7.81;Eje P;RETIRO;Comuna 1
295;Privado;Solar Fotovoltaico;PM-C1N4 - Padre Mujica - B31;On-Grid;11220;34 Paneles de Silicio Policristalinos de 330 Wp c/u.;17410;8.04;Eje G;RETIRO;Comuna 1
296;Privado;Solar Fotovoltaico;PM-C2N1 - Padre Mujica - B31;On-Grid;6600 Wp;20 Paneles de Silicio Policristalinos de 330 Wp c/u.;10240;4.73;Eje G;RETIRO;Comuna 1
297;Privado;Solar Fotovoltaico;PM-C3N1 - Padre Mujica - B31;On-Grid;6270 Wp;19 Paneles de Silicio Policristalinos de 330 Wp c/u.;9730;4.49;Eje F;RETIRO;Comuna 1
298;Privado;Solar Fotovoltaico;PM-C3N2 - Padre Mujica - B31;On-Grid;7260 Wp;22 Paneles de Silicio Policristalinos de 330 Wp c/u.;11260;5.2;Eje I;RETIRO;Comuna 1
299;Privado;Solar Fotovoltaico;PM-C4N1 - Padre Mujica - B31;On-Grid;5280 Wp;16 paneles de silicio policristalino con capacidad de 330 Wp;8190;3.78;Eje O;RETIRO;Comuna 1
300;Privado;Solar Fotovoltaico;PM-C5N1 - Padre Mujica - B31;On-Grid;5940 Wp;18 paneles de silicio policristalino con capacidad de 330 Wp;9210;4.26;Eje G;RETIRO;Comuna 1
301;Privado;Solar Fotovoltaico;PM-C5N2 - Padre Mujica - B31;On-Grid;4620 Wp;14 paneles de silicio policristalino con capacidad de 330 Wp;7170;3.31;Eje F;;
302;Privado;Solar Fotovoltaico;PM-C6N1 - Padre Mujica - B31;On-Grid;12870 Wp;39 paneles de silicio policristalino con capacidad de 330 Wp;19960;9.23;Eje M;RETIRO;Comuna 1
303;Privado;Solar Fotovoltaico;PM-C6N2 - Padre Mujica - B31;On-Grid;12870 Wp;39 paneles de silicio policristalino con capacidad de 330 Wp;19960;9.23;Eje H;RETIRO;Comuna 1
304;Privado;Solar Fotovoltaico;Sociedad Rural;On-Grid;670 kW;Su instalación posee 1135 Paneles de Silicio Policristalinos con una potencia nominal cada uno de 545 Wp. Montados sobre el techo de manera horizontal, permite cubrir el 40% del consumo del predio.;1039340;480.28;Av. Sarmiento;PALERMO;Comuna 14
305;Privado;Solar Fotovoltaico;Distrito Quartier;On-Grid;124 kW;La instalación Fotovoltaica posee sobre su techo una cantidad de 228 paneles solares con una potencia nominal cada uno de 545 Wp de células de Silicio Policristalino.;192360;88.89;;;
306;Privado;Solar Fotovoltaico;VZH Baterias SRL;Off-Grid;50 kW;La instalación Fotovoltaica posee sobre sus techos una cantidad de 170 paneles solares con una potencia nominal cada uno de 330 Wp de Silicio Policristalino, orientados en sus diferentes ángulos de 180Â°, 90Â°,30Â°. El edificio se abastece de su propia energía, cuando los paneles no producen la suficiente energia, se sustentan con bancos de baterias.;77560;35.84;;;
307;Público;Solar Fotovoltaico;Metrobus Obelisco Sur;On-Grid;38,4 kW;Ubicados sobre los techos del centro de transbordo (CT) con una totalidad de 160 paneles solares que proveen de energía a la iluminacion y cargadores USB.;59570;27.53;;;
308;Público;Solar Fotovoltaico;CIFA FV 1er Periodo;Off-Grid;1,8 kW;La instalación se instaló en el año 2011 y tuvo una modificación  en el año 2015. Contaba con  9 paneles solares policristalinos de 200 Wp  cada uno. Alimentaba 24 baterías  de una capacidad 2400 Wh.;2790;1.29;;;
309;Privado;Solar Fotovoltaico;UCA Campus;On-Grid;237,06 kW;La Universidad Católica Argentina ubicada en Puerto Madero posee en sus diferentes orientaciones de sus techos instalaciones Fotovoltaicas con una capacidad total de 237,06 kW. Su instalacion cuenta con 439 paneles de 540 Wp conectado a la red de suministro eléctrico inyectándole el excedente cuando la universidad no lo necesita.;367740;169.63;;;
310;Público;Solar Fotovoltaico;Reserva Ecológica Costanera Sur;Off-Grid;678 Wp;Sobre los senderos de la Reserva Ecológica Costanera Sur se instalaron luminarias con celdas solares que abastecen a las baterías incorporadas para la iluminación perimetral de dichos senderos.;1050;0.49;;;
311;Privado;Solar Fotovoltaico;Colegio Santo Tomás de Aquino;On-Grid;166 kW;El Colegio Santo Tomás de Aquino perteneciente a la UCA posee en su edificio y ademas posee una cochera con paneles solares que abastecen de energía eléctrica ahorrando hasta un 50% del consumo total de la energía demandada.;257510;119.0;;;
312;Privado;Solar Fotovoltaico;Coca Cola;On-Grid;36,3 kW;Las oficinas de la empresa Coca-Cola poseen en su terraza un sistema fotovoltaico integrado a la red montado sobre estructuras tubulares que producen la cantidad de 36,300 W de potencia nominal. La construcción, debía cumplir con ciertos puntos para poder certificarse con Leed.;56310;26.02;;;
313;Público;Solar Fotovoltaico;Biblioteca del Congreso de la Nación - Terraza;On-Grid;46,62 kW;En su terraza poseen una instalacion Solar Fotovoltaica con una totalidad de 130 paneles solares monocristalinos con una potencia nominal cada uno de 370 Wp.;72320;33.42;;;
314;Público;Solar Fotovoltaico;Biblioteca del Congreso de la Nación - Cúpula;On-Grid;6,21 kW;Sobre un techo de vidrio de la biblioteca del Congreso de la Nación se encuentra una instalación de 14 paneles solares monocristalinos de una potencia nominal cada uno de 345 Wp. Su conexión eléctrica On-Grid permite la Inyección de su producción excedente hacia la red.;9630;4.45;;;
315;Privado;Solar Fotovoltaico;Particular 11;Off-Grid;850 Wp;La instalación posee 3 paneles de silicio policristalinos de 285 Wp, mediante sus 4 baterias y un inversor Off-grid de 5 kilowatts se utiliza como backup para cortes de luz.;1320;0.61;;;
316;Privado;Solar Fotovoltaico;Colegio San Cirano;On-Grid;29,43 kW;El colegio San Cirano se suma a la transición energética sumando a sus techos una instalación fotovoltaica de 29,43 kW de potencia nominal. Cuenta 54 paneles monocristalinos de una potencia nominal cada uno de 545 Wp. Su instalacion cuenta con un inversor con conexión a la red lo que facilita la inyección de excedente de energía a la red.;45650;21.1;;;
317;Privado;Solar Fotovoltaico;Sullair Argentina;On-Grid;312 kW;Sullair compañía que ofrece soluciones a través de maquinaria para la industria, construcción, servicios en general y provee generación de energía, instaló en su galpón central un sistema FV de 312 kW que aporta el 40% de la energía necesaria.;484000;223.65;;;
318;Privado;Solar Fotovoltaico;Shell Kinka;On-Grid;4000 Wp;La petrolera Shell se adhiere a las energías renovables y contribuye con una instalación de 14 paneles policristalinos de 325 Wp sumando una potencia de 4000 Watts pico, a su vez con su inversor Ongrid y siendo Usuario Generador pueden inyectar el excedente de generacion a la red eléctrica.;6210;2.87;;;
319;Privado;Solar Fotovoltaico;Particular 12 - Av. Elcano;;1950 Watt Pico;La instalación fotovoltaica residencial posee 6 paneles solares de 325 Wp cada uno. Su producción por año es de 3020 kWh de energía limpia.;3020;1.4;;;
320;Privado;Solar Fotovoltaico;Foss Argentina;On-Grid;9100 Watts pico;La empresa multinacional Foss localizada en Barracas tiene es su terraza una instalación FV con una capacidad de 9,1 kWp lo que reduce el consumo en el edificio y ayuda al medioambiente.;14120;6.52;;;
321;Privado;Solar Térmico;Alvear Palace;;4800 lts;El Hotel Alvear Palace tiene una instalación solar térmica de 27 colectores solares de placa plana que abastece de agua caliente al edificio y reduce su consumo de gas.;91680;24.48;;;
322;Privado;Solar Fotovoltaico;Lexus Takumi;On-Grid;6900 Watt pico;La concesionaria de autos Lexus ubicada en Recoleta se adhiere a las energías renovables. En su fachada del edificio posee 15 paneles solares de 460 Wp puestos a 90Âº.;10700;4.95;;;
323;Privado;Solar Fotovoltaico;Toyota Kansai;On-Grid;17500 Watts Pico;La empresa Toyota viene trabajando en el cuidado del medio ambiente realizando un trabajo de reducción y ahorro de energía, apuntando a la eficiencia y la sostenibilidad. En su edificio de servicio post-venta tiene instalado un Sistema Fotovoltaico de 17,5 kW con sus 46 paneles de silicio monocristalinos de 380Wp cada uno.;27150;12.54;;;
324;Público;Solar Fotovoltaico;Escuela Secundaria Técnica UBA- Villa Lugano;On-Grid;5400 Watts Pico;La escuela secundaria perteneciente a la UBA sumó una instalación solar fotovoltaica en el patio interno del edificio que reduce considerablemente la huella de carbono. Su instalación posee 20 paneles de 270 Watt Pico cada uno.;8380;3.87;;;
325;Público;Solar Fotovoltaico;UBA- Facultad de Derecho FV;On-Grid;10000 Watts pico;La Universidad de Buenos Aires (UBA) en su facultad de Derecho dispone de 33 paneles de silicio policristalinos con una potencia cada uno de 300 Wp, con esta instalación reduce gastos energéticos y ayuda al medio ambiente.;15510;7.17;;;
326;Público;Solar Térmico;UBA- Facultad de Derecho ST;;1300 litros;La Universidad de Buenos Aires (UBA) en su facultad de Derecho dispone de 6 colectores con dos tecnologías diferentes, termosifónicos, presurizados, con esta instalación reduce gastos energéticos ayudando al medio ambiente.;24830;6.63;;;
327;Público;Solar Fotovoltaico;Escuela Técnica NÂº9- Ing. Luis Huergo;On-Grid;26700 Watts pico;La Escuela Técnica tiene en su techo una instalación solar fotovoltaica de 72 paneles de SiMonPERC con una capacidad de 370 Wp cada uno. La totalidad de generación de su energía va conectada a un Inversor Schneider Electric Conext CL de 36 kW, reduciendo el consumo para el sector del taller e inyectando a la red eléctrica publica.;41420;19.14;;;
328;Privado;Solar Fotovoltaico;Particular 13- Villa Devoto;On-Grid;2000 Watts pico;Esta instalación particular tiene en su techo 6 paneles solares de silicio policristalinos de 330 Wp cada uno, con 2 inversores Growatt 1 kW para el primero de manera OnGrid y la segunda 1 kW como cargador ayudando al usuario cuando hay falta de suministro eléctrico.;3100;1.43;;;
329;Privado;Solar Fotovoltaico;Particular 14-  Interactivo Belgrano;On-Grid;2670 Watts Pico;Sistema: 6 paneles + 2 inversores + 4 baterías de plomo ácido.;;;;;
330;Privado;Solar Fotovoltaico;Particular 15- Mataderos;On-Grid;1340 Watts Pico;Proyecto ON GRID en Mataderos;;;;;
331;Privado;Solar Fotovoltaico;Hotel Be Hollywood;On-Grid;9000 Watts Pico;El Hotel Be Hollywood en su terraza tiene una instalación de 20 paneles solares bifaciales de 450 Wp ubicados sobre una pérgola, conectados a un inversor On-Grid de 10 kW, reduciendo el consumo de un 20% por año.;13960;6.45;Humboldt 1726;PALERMO;Comuna 14
332;Privado;Solar Fotovoltaico;Club Torino;On-Grid;1020 Watts Pico;El club Torino se suma a las Energías Renovables con un sistema de 3 paneles de silicio policristalinos conectados a un inversor On-grid. Lo que reduce en un 25% la energía contratada.;1580;0.73;Miralla 407;LINIERS;Comuna 9
333;Privado;Solar Fotovoltaico;Particular 16- Almagro;On-Grid;1140 Watts pico;â€¢ Sistema: 4 paneles de 285 Watts, 1 inversor off grid + 1 batería y 1 inversor On Grid.;;;;;
334;Privado;Solar Fotovoltaico;Particular 17- Villa Pueyrredon;On-Grid;3300 Watt Pico;â€¢ Sistema: 7 paneles policristalinos de 470W + 1 inversor On-Grid ;;;;;
335;Privado;Solar Fotovoltaico;Particular 18 - Av. del Libertador;Off-Grid;3600 Watt pico;Esta instalación tiene 8 paneles de 450W que generan una potencia de 3600W. Esa parte de la energía es dirigida a 4 inversores 1 On-Grid de 3000W y 3 Inversores Off-Grid de 5000W con sus correspondientes baterías de Ion-litio de 100 Ah cada una.;5580;2.58;;;
336;Privado;Solar Fotovoltaico;Particular 19- Almagro;Off-Grid;1140 Watt Pico;Sistema: 4 paneles + 2 inversores + 1 batería;;;;;
337;Privado;Solar Fotovoltaico;Union Personal Fábricas de Pinturas y Afines;On-Grid;15000 Watt Pico;La Union Personal Fábricas de Pinturas y Afines se integra a las energías renovables con una instalación de 15 kW de energía fotovoltaica teniendo 46 paneles de silicio mono cristalinos, de una potencia cada uno de 330Wp.;23270;10.75;Av. Nazca;FLORES;Comuna 7
338;Privado;Solar Fotovoltaico;Shell Parque Saavedra;On-Grid;34580 Watts;Shell Parque Saavedra posee un Carport solar con 76 paneles de 455 Watts Silicio Monocristalino de la marca Longi, conectados a un inversor trifásico Huawei SUN2000-30KTL-M3 de 30 kW.;53640;24.79;;;
339;Privado;Solar Fotovoltaico;Myeel S.A;On-Grid;5880 Watt Pico;Su instalación se compone de 21 paneles de silicio policristalinos de 280 Watts cada uno de la marca AE SOLAR, conectados a un inversor On-Grid Suntrio Plus 5K-M Trifásico.;9120;4.21;Los Patos;PARQUE PATRICIOS;Comuna 4
340;Privado;Solar Fotovoltaico;Micropack S.A.;On-Grid;79,36 KW;Instalación de techo, con 138 módulos FV, Trina Solar.  Inversor Growatt, 80KW. Usuario generador, con inyección de excedentes a la red.;123110;56.89;Nicasio Oroño;CABALLITO;Comuna 6
341;Privado;Solar Fotovoltaico;Isikawa Security & Broadcast;On-Grid;11280 Watt Pico;Isikawa Security & Broadcast tiene una instalación Fotovoltaica compuesta de:;;;;;
342;Privado;Solar Fotovoltaico;COTO Monroe;On-Grid;11000 Watts Pico;El supermercado COTO de la avenida Monroe tiene en su terraza una instalación Fotovoltaica de 44 paneles colocados horizontalmente de 250 Wp cada uno, conectados a 2 inversores On-Grid de 5 kW cada uno,;17060;7.89;Av. Monroe;BELGRANO;Comuna 13
343;Privado;Solar Fotovoltaico;Edificio Conde FV;On-Grid;21000 Watt Pico;Sistema de generación Fotovoltaica con respaldo por cada unidad funcional.;;;;;
344;Privado;Solar Fotovoltaico;Particular 20- Caballito;On-Grid;1700 Watt Pico;â€¢ Sistema: 5 paneles de silicio policristalinos de 340 Wp, conectado a 1 inversor On-Grid de 1 kWp.;;;;;
345;Público;Solar Fotovoltaico;AUSA I - Parque Avellaneda (ampliación);On-Grid;208.860 Watt Pico;AUSA amplió su instalación solar fotovoltaica sumando 354 paneles de silicio monocristalinos de 590 Wp cada uno, conectados a 2 inversores trifásicos On-Grid SMA de 110 kWp.;324000;149.72;;;
346;Público;Solar Fotovoltaico;PM-CE1-FV;On-Grid;6890 Wp;26 módulos policristalinos Jinko de 265 W, Inversor GoodWe 8KW. 6 viviendas asociadas, 1,15KW por vivienda, autoconsumo de aprox. 25% anual.;10690;4.94;;;
347;Público;Solar Fotovoltaico;PM-CE2- FV;On-Grid;6890 Wp;26 módulos policristalinos Jinko de 265 W, Inversor GoodWe 8KW. 6 viviendas asociadas, 1,15KW por vivienda, autoconsumo de aprox. 25% anual.;10690;4.94;;;
348;Público;Solar Fotovoltaico;PM-CE3- FV;On-Grid;6890 Wp;26 módulos policristalinos Jinko de 265 W, Inversor GoodWe 8KW. 6 viviendas asociadas, 1,15KW por vivienda, autoconsumo de aprox. 25% anual.;10690;4.94;;;
349;Público;Solar Fotovoltaico;PM-CE4-FV;On-Grid;6890 Wp;26 módulos policristalinos Jinko de 265 W, Inversor GoodWe 8KW. 6 viviendas asociadas, 1,15KW por vivienda, autoconsumo de aprox. 25% anual.;10690;4.94;;;
350;Público;Solar Fotovoltaico;PM-CE5- FV;On-Grid;6890 Wp;26 módulos policristalinos Jinko de 265 W, Inversor GoodWe 8KW. 6 viviendas asociadas, 1,15KW por vivienda, autoconsumo de aprox. 25% anual.;10690;4.94;;;
351;Público;Solar Fotovoltaico;PM-CE6- FV;On-Grid;6890 Wp;26 módulos policristalinos Jinko de 265 W, Inversor GoodWe 8KW. 6 viviendas asociadas, 1,15KW por vivienda, autoconsumo de aprox. 25% anual.;10690;4.94;;;
352;Público;Solar Fotovoltaico;PM-CE7- FV;On-Grid;4770 Wp;18 módulos policristalinos Jinko de 265 W, Inversor GoodWe 8KW. 4 viviendas asociadas, 1,15KW por vivienda, autoconsumo de aprox. 25% anual.;7400;3.42;;;
353;Público;Solar Térmico;PM-CE1-ST;;900 l;10 colectores split de placa plana, 2m2 c/u. Termotanques internos 3x300l. Abastece a 6 viviendas, 85% del consumo de ACS anual.;17190;4.59;;;
